MEMBER_ID,MEMBER_NAME,MEMBER_DOB,MEMBER_EMPLOYMENT,MEMBER_GENDER,MEMBER_CITY_TOWN,MEMBER_STATE,MEMBER_CONTACT_VERIFIED,PORTFOLIO,INTITIAL_INVVESTMENT,ORG_INVST,TEMP_OPTIMIZED
MID014289,Nu Storment,02-02-1992,Central Queensland University,Male,Wollongong,New South Wales,N,"['JJN', 'AB', 'KRM', 'MZNA', 'OK', 'FWC', 'NTIC']",1000,"{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,230.71', 'Median Final Portfolio Value': '$1,216.22', 'Standard Deviation of Final Portfolio Value': '$242.73', 'Value at Risk (VaR 95%)': '$141.95', 'Conditional Value at Risk (CVaR 95%)': '$208.70', 'Probability of Loss': '18.60%', 'Sharpe Ratio': '0.9505'}","[{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,293.33', 'Median Final Portfolio Value': '$1,263.40', 'Standard Deviation of Final Portfolio Value': '$276.22', 'Value at Risk (VaR 95%)': '$109.48', 'Conditional Value at Risk (CVaR 95%)': '$175.99', 'Probability of Loss': '14.40%', 'Sharpe Ratio': '1.0620'}, array([5.53630010e+01, 3.33324698e+02, 3.84442969e+01, 1.91497209e-13,
       1.65585763e+02, 0.00000000e+00, 4.07282241e+02])]"
MID014290,Gwenn Hoa,10-07-1995,Macquarie University,Male,Mackay,Queensland,Y,"['ALPA', 'GMNA', 'TCA', 'CCSO', 'KRM', 'JJN', 'DMC']",97000,"{'Initial Investment': '$97,000.00', 'Expected Final Portfolio Value': '$120,911.81', 'Median Final Portfolio Value': '$118,716.64', 'Standard Deviation of Final Portfolio Value': '$25,642.87', 'Value at Risk (VaR 95%)': '$10,946.59', 'Conditional Value at Risk (CVaR 95%)': '$20,223.50', 'Probability of Loss': '16.60%', 'Sharpe Ratio': '0.9325'}","[{'Initial Investment': '$97,000.00', 'Expected Final Portfolio Value': '$125,153.96', 'Median Final Portfolio Value': '$121,178.79', 'Standard Deviation of Final Portfolio Value': '$27,672.75', 'Value at Risk (VaR 95%)': '$10,338.80', 'Conditional Value at Risk (CVaR 95%)': '$17,198.00', 'Probability of Loss': '15.00%', 'Sharpe Ratio': '1.0174'}, array([5.37021110e+03, 3.23324957e+04, 3.72909680e+03, 1.85752292e-11,
       1.60618190e+04, 0.00000000e+00, 3.95063774e+04])]"
MID014291,Fannie Munis,07-09-1995,Central Queensland University,Female,Strathalbyn,South Australia,Y,"['PEP', 'GS', 'MMM', 'KRM', 'TWM', 'ALPA', 'AB', 'MPJ', 'NTIC']",90000,"{'Initial Investment': '$90,000.00', 'Expected Final Portfolio Value': '$110,544.33', 'Median Final Portfolio Value': '$109,020.83', 'Standard Deviation of Final Portfolio Value': '$22,324.53', 'Value at Risk (VaR 95%)': '$13,880.72', 'Conditional Value at Risk (CVaR 95%)': '$19,436.99', 'Probability of Loss': '19.80%', 'Sharpe Ratio': '0.9203'}","[{'Initial Investment': '$90,000.00', 'Expected Final Portfolio Value': '$116,382.40', 'Median Final Portfolio Value': '$114,659.96', 'Standard Deviation of Final Portfolio Value': '$24,455.96', 'Value at Risk (VaR 95%)': '$11,232.80', 'Conditional Value at Risk (CVaR 95%)': '$17,656.36', 'Probability of Loss': '13.40%', 'Sharpe Ratio': '1.0788'}, array([4.98267009e+03, 2.99992228e+04, 3.45998672e+03, 1.72347488e-11,
       1.49027187e+04, 0.00000000e+00, 3.66554017e+04])]"
MID014292,Gary Silvestrini,26-09-1973,Monash University,Female,Peregian Beach,Queensland,Y,"['GS', 'OCST', 'EG', 'ONH', 'OOGGL', 'AB', 'MMM']",10000,"{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,391.01', 'Median Final Portfolio Value': '$12,165.62', 'Standard Deviation of Final Portfolio Value': '$2,606.56', 'Value at Risk (VaR 95%)': '$1,326.81', 'Conditional Value at Risk (CVaR 95%)': '$2,058.53', 'Probability of Loss': '17.20%', 'Sharpe Ratio': '0.9173'}","[{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$13,010.35', 'Median Final Portfolio Value': '$12,690.67', 'Standard Deviation of Final Portfolio Value': '$2,838.23', 'Value at Risk (VaR 95%)': '$928.88', 'Conditional Value at Risk (CVaR 95%)': '$1,475.64', 'Probability of Loss': '13.40%', 'Sharpe Ratio': '1.0606'}, array([5.53630010e+02, 3.33324698e+03, 3.84442969e+02, 1.91497209e-12,
       1.65585763e+03, 0.00000000e+00, 4.07282241e+03])]"
MID014293,Garry Shields,05-12-1967,Victoria University,Male,Curlewis,Victoria,Y,"['ONH', 'LTSA', 'PEP', 'AB', 'ALPA', 'OCST']",1000000,"{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,212,373.16', 'Median Final Portfolio Value': '$1,192,549.49', 'Standard Deviation of Final Portfolio Value': '$250,795.03', 'Value at Risk (VaR 95%)': '$140,564.37', 'Conditional Value at Risk (CVaR 95%)': '$195,796.18', 'Probability of Loss': '19.40%', 'Sharpe Ratio': '0.8468'}","[{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,283,504.27', 'Median Final Portfolio Value': '$1,263,035.80', 'Standard Deviation of Final Portfolio Value': '$265,421.44', 'Value at Risk (VaR 95%)': '$98,843.04', 'Conditional Value at Risk (CVaR 95%)': '$176,776.07', 'Probability of Loss': '12.40%', 'Sharpe Ratio': '1.0681'}, array([5.53630010e+04, 3.33324698e+05, 3.84442969e+04, 1.91497209e-10,
       1.65585763e+05, 0.00000000e+00, 4.07282241e+05])]"
MID014294,Alaine Berlanga,17-07-1986,RMIT University,Male,Point Vernon,Queensland,Y,"['HD', 'GMNA', 'OK', 'ONH', 'ABC']",11000,"{'Initial Investment': '$11,000.00', 'Expected Final Portfolio Value': '$13,402.06', 'Median Final Portfolio Value': '$13,120.15', 'Standard Deviation of Final Portfolio Value': '$2,701.05', 'Value at Risk (VaR 95%)': '$1,521.75', 'Conditional Value at Risk (CVaR 95%)': '$2,330.56', 'Probability of Loss': '17.80%', 'Sharpe Ratio': '0.8893'}","[{'Initial Investment': '$11,000.00', 'Expected Final Portfolio Value': '$14,518.81', 'Median Final Portfolio Value': '$14,099.70', 'Standard Deviation of Final Portfolio Value': '$3,059.13', 'Value at Risk (VaR 95%)': '$673.37', 'Conditional Value at Risk (CVaR 95%)': '$1,544.98', 'Probability of Loss': '9.80%', 'Sharpe Ratio': '1.1503'}, array([6.08993011e+02, 3.66657168e+03, 4.22887266e+02, 2.10646930e-12,
       1.82144339e+03, 0.00000000e+00, 4.48010465e+03])]"
MID014295,Cheryl Munns,19-12-1966,Edith Cowan University,Male,Picton,New South Wales,N,"['AB', 'TWM', 'CCSO', 'KRM', 'FWC', 'JJN', 'DMC', 'LTSA']",1000,"{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,242.05', 'Median Final Portfolio Value': '$1,217.29', 'Standard Deviation of Final Portfolio Value': '$248.21', 'Value at Risk (VaR 95%)': '$128.57', 'Conditional Value at Risk (CVaR 95%)': '$174.52', 'Probability of Loss': '16.80%', 'Sharpe Ratio': '0.9752'}","[{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,283.59', 'Median Final Portfolio Value': '$1,257.40', 'Standard Deviation of Final Portfolio Value': '$272.47', 'Value at Risk (VaR 95%)': '$106.82', 'Conditional Value at Risk (CVaR 95%)': '$195.14', 'Probability of Loss': '13.60%', 'Sharpe Ratio': '1.0408'}, array([5.53630010e+01, 3.33324698e+02, 3.84442969e+01, 1.91497209e-13,
       1.65585763e+02, 0.00000000e+00, 4.07282241e+02])]"
MID014296,Stephen Sweigard,10-12-1990,Australian National University,Female,Bourke,New South Wales,N,"['LTSA', 'MZNA', 'MTFS', 'ABC', 'ALPA', 'OCST']",40000,"{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$49,662.92', 'Median Final Portfolio Value': '$48,832.93', 'Standard Deviation of Final Portfolio Value': '$10,210.41', 'Value at Risk (VaR 95%)': '$5,224.84', 'Conditional Value at Risk (CVaR 95%)': '$7,839.72', 'Probability of Loss': '16.60%', 'Sharpe Ratio': '0.9464'}","[{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$52,752.82', 'Median Final Portfolio Value': '$51,616.89', 'Standard Deviation of Final Portfolio Value': '$11,260.16', 'Value at Risk (VaR 95%)': '$3,769.86', 'Conditional Value at Risk (CVaR 95%)': '$7,420.57', 'Probability of Loss': '11.40%', 'Sharpe Ratio': '1.1326'}, array([2.21452004e+03, 1.33329879e+04, 1.53777188e+03, 7.65988835e-12,
       6.62343052e+03, 0.00000000e+00, 1.62912896e+04])]"
MID014297,Bernardo Candlish,10-08-1967,The University of Notre Dame Australia,Female,Paynesville,Victoria,N,"['ABT', 'PEP', 'ALPA', 'KRM']",40000,"{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$49,730.06', 'Median Final Portfolio Value': '$48,663.76', 'Standard Deviation of Final Portfolio Value': '$10,540.36', 'Value at Risk (VaR 95%)': '$6,117.02', 'Conditional Value at Risk (CVaR 95%)': '$8,945.24', 'Probability of Loss': '19.20%', 'Sharpe Ratio': '0.9231'}","[{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$51,463.99', 'Median Final Portfolio Value': '$50,018.67', 'Standard Deviation of Final Portfolio Value': '$10,761.04', 'Value at Risk (VaR 95%)': '$3,887.35', 'Conditional Value at Risk (CVaR 95%)': '$7,628.28', 'Probability of Loss': '12.80%', 'Sharpe Ratio': '1.0653'}, array([2.21452004e+03, 1.33329879e+04, 1.53777188e+03, 7.65988835e-12,
       6.62343052e+03, 0.00000000e+00, 1.62912896e+04])]"
MID014298,Viva Fortino,23-09-1981,The University of Western Australia,Female,Kingaroy,Queensland,Y,"['PG', 'KRM', 'NTIC']",97000,"{'Initial Investment': '$97,000.00', 'Expected Final Portfolio Value': '$120,317.17', 'Median Final Portfolio Value': '$117,513.88', 'Standard Deviation of Final Portfolio Value': '$24,380.59', 'Value at Risk (VaR 95%)': '$11,376.69', 'Conditional Value at Risk (CVaR 95%)': '$17,647.04', 'Probability of Loss': '15.40%', 'Sharpe Ratio': '0.9564'}","[{'Initial Investment': '$97,000.00', 'Expected Final Portfolio Value': '$126,113.18', 'Median Final Portfolio Value': '$124,034.11', 'Standard Deviation of Final Portfolio Value': '$26,108.02', 'Value at Risk (VaR 95%)': '$9,022.69', 'Conditional Value at Risk (CVaR 95%)': '$16,675.78', 'Probability of Loss': '10.60%', 'Sharpe Ratio': '1.1151'}, array([5.37021110e+03, 3.23324957e+04, 3.72909680e+03, 1.85752292e-11,
       1.60618190e+04, 0.00000000e+00, 3.95063774e+04])]"
MID014299,Annelle Parvis,15-03-1992,The University of Melbourne,Male,Denman,New South Wales,N,"['FWC', 'GS', 'GMNA']",80000,"{'Initial Investment': '$80,000.00', 'Expected Final Portfolio Value': '$98,832.36', 'Median Final Portfolio Value': '$96,771.89', 'Standard Deviation of Final Portfolio Value': '$20,073.15', 'Value at Risk (VaR 95%)': '$11,127.42', 'Conditional Value at Risk (CVaR 95%)': '$15,698.11', 'Probability of Loss': '16.60%', 'Sharpe Ratio': '0.9382'}","[{'Initial Investment': '$80,000.00', 'Expected Final Portfolio Value': '$102,927.02', 'Median Final Portfolio Value': '$101,083.87', 'Standard Deviation of Final Portfolio Value': '$21,279.84', 'Value at Risk (VaR 95%)': '$8,588.98', 'Conditional Value at Risk (CVaR 95%)': '$14,170.95', 'Probability of Loss': '13.00%', 'Sharpe Ratio': '1.0774'}, array([4.42904008e+03, 2.66659758e+04, 3.07554375e+03, 1.53197767e-11,
       1.32468610e+04, 0.00000000e+00, 3.25825793e+04])]"
MID014300,Andra Menter,09-01-1987,The University of Notre Dame Australia,Male,Worragee,New South Wales,N,"['EG', 'NEK', 'NTIC', 'GMNA', 'MMM', 'MTFS']",11000,"{'Initial Investment': '$11,000.00', 'Expected Final Portfolio Value': '$13,470.46', 'Median Final Portfolio Value': '$13,165.59', 'Standard Deviation of Final Portfolio Value': '$2,855.81', 'Value at Risk (VaR 95%)': '$1,718.94', 'Conditional Value at Risk (CVaR 95%)': '$2,366.60', 'Probability of Loss': '20.40%', 'Sharpe Ratio': '0.8651'}","[{'Initial Investment': '$11,000.00', 'Expected Final Portfolio Value': '$14,321.12', 'Median Final Portfolio Value': '$13,904.95', 'Standard Deviation of Final Portfolio Value': '$3,208.42', 'Value at Risk (VaR 95%)': '$860.72', 'Conditional Value at Risk (CVaR 95%)': '$2,031.02', 'Probability of Loss': '14.00%', 'Sharpe Ratio': '1.0351'}, array([6.08993011e+02, 3.66657168e+03, 4.22887266e+02, 2.10646930e-12,
       1.82144339e+03, 0.00000000e+00, 4.48010465e+03])]"
MID014301,Louisa Rhymes,28-06-1980,Macquarie University,Female,Nairne,South Australia,Y,"['OK', 'HD', 'FWC', 'PEP', 'TWM', 'TCA', 'JJN']",80000,"{'Initial Investment': '$80,000.00', 'Expected Final Portfolio Value': '$97,523.68', 'Median Final Portfolio Value': '$95,292.07', 'Standard Deviation of Final Portfolio Value': '$19,842.18', 'Value at Risk (VaR 95%)': '$9,747.33', 'Conditional Value at Risk (CVaR 95%)': '$15,557.72', 'Probability of Loss': '18.40%', 'Sharpe Ratio': '0.8832'}","[{'Initial Investment': '$80,000.00', 'Expected Final Portfolio Value': '$102,440.57', 'Median Final Portfolio Value': '$100,526.08', 'Standard Deviation of Final Portfolio Value': '$20,908.55', 'Value at Risk (VaR 95%)': '$6,972.68', 'Conditional Value at Risk (CVaR 95%)': '$13,079.18', 'Probability of Loss': '11.20%', 'Sharpe Ratio': '1.0733'}, array([4.42904008e+03, 2.66659758e+04, 3.07554375e+03, 1.53197767e-11,
       1.32468610e+04, 0.00000000e+00, 3.25825793e+04])]"
MID014302,Latrice Fillingim,21-10-1969,Southern Cross University,Female,Aldgate,South Australia,Y,"['OCST', 'FWC', 'JJN', 'OOGGL', 'TCA', 'MZNA']",10000,"{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,256.50', 'Median Final Portfolio Value': '$12,023.71', 'Standard Deviation of Final Portfolio Value': '$2,598.20', 'Value at Risk (VaR 95%)': '$1,373.62', 'Conditional Value at Risk (CVaR 95%)': '$2,282.63', 'Probability of Loss': '18.60%', 'Sharpe Ratio': '0.8685'}","[{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,887.81', 'Median Final Portfolio Value': '$12,542.17', 'Standard Deviation of Final Portfolio Value': '$2,775.28', 'Value at Risk (VaR 95%)': '$1,286.00', 'Conditional Value at Risk (CVaR 95%)': '$1,938.92', 'Probability of Loss': '14.00%', 'Sharpe Ratio': '1.0405'}, array([5.53630010e+02, 3.33324698e+03, 3.84442969e+02, 1.91497209e-12,
       1.65585763e+03, 0.00000000e+00, 4.07282241e+03])]"
MID014303,Glory Crupi,30-10-1983,Charles Sturt University,Female,Hervey Bay,Queensland,N,"['MTFS', 'OCST', 'GMNA']",40000,"{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$49,053.14', 'Median Final Portfolio Value': '$48,419.86', 'Standard Deviation of Final Portfolio Value': '$9,677.87', 'Value at Risk (VaR 95%)': '$5,477.53', 'Conditional Value at Risk (CVaR 95%)': '$7,653.68', 'Probability of Loss': '18.20%', 'Sharpe Ratio': '0.9354'}","[{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$51,539.86', 'Median Final Portfolio Value': '$49,836.08', 'Standard Deviation of Final Portfolio Value': '$11,310.48', 'Value at Risk (VaR 95%)': '$4,681.34', 'Conditional Value at Risk (CVaR 95%)': '$8,353.95', 'Probability of Loss': '13.80%', 'Sharpe Ratio': '1.0203'}, array([2.21452004e+03, 1.33329879e+04, 1.53777188e+03, 7.65988835e-12,
       6.62343052e+03, 0.00000000e+00, 1.62912896e+04])]"
MID014304,Merilyn Weight,29-07-1995,The University of Melbourne,Female,Bay View,New South Wales,Y,"['OOGGL', 'ALPA', 'OCST']",1000,"{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,233.79', 'Median Final Portfolio Value': '$1,192.59', 'Standard Deviation of Final Portfolio Value': '$279.97', 'Value at Risk (VaR 95%)': '$146.45', 'Conditional Value at Risk (CVaR 95%)': '$200.00', 'Probability of Loss': '20.80%', 'Sharpe Ratio': '0.8350'}","[{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,298.89', 'Median Final Portfolio Value': '$1,272.80', 'Standard Deviation of Final Portfolio Value': '$288.55', 'Value at Risk (VaR 95%)': '$110.51', 'Conditional Value at Risk (CVaR 95%)': '$174.49', 'Probability of Loss': '15.40%', 'Sharpe Ratio': '1.0358'}, array([5.53630010e+01, 3.33324698e+02, 3.84442969e+01, 1.91497209e-13,
       1.65585763e+02, 0.00000000e+00, 4.07282241e+02])]"
MID014305,Jina Oldroyd,12-06-1984,Queensland University of Technology,Female,Hobart,Tasmania,N,"['OCST', 'MZNA', 'LTSA', 'PEP', 'ABT']",55000,"{'Initial Investment': '$55,000.00', 'Expected Final Portfolio Value': '$67,456.81', 'Median Final Portfolio Value': '$66,208.34', 'Standard Deviation of Final Portfolio Value': '$14,212.29', 'Value at Risk (VaR 95%)': '$7,889.61', 'Conditional Value at Risk (CVaR 95%)': '$10,997.33', 'Probability of Loss': '18.60%', 'Sharpe Ratio': '0.8765'}","[{'Initial Investment': '$55,000.00', 'Expected Final Portfolio Value': '$71,519.24', 'Median Final Portfolio Value': '$70,056.53', 'Standard Deviation of Final Portfolio Value': '$15,063.12', 'Value at Risk (VaR 95%)': '$5,516.68', 'Conditional Value at Risk (CVaR 95%)': '$8,524.24', 'Probability of Loss': '12.20%', 'Sharpe Ratio': '1.0967'}, array([3.04496506e+03, 1.83328584e+04, 2.11443633e+03, 1.05323465e-11,
       9.10721697e+03, 0.00000000e+00, 2.24005233e+04])]"
MID014306,Chauncey Stoltzman,04-12-1975,Flinders University,Male,Cockatoo,Victoria,N,"['OCST', 'AB', 'FWC']",1000,"{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,240.87', 'Median Final Portfolio Value': '$1,233.98', 'Standard Deviation of Final Portfolio Value': '$263.95', 'Value at Risk (VaR 95%)': '$144.19', 'Conditional Value at Risk (CVaR 95%)': '$227.09', 'Probability of Loss': '19.80%', 'Sharpe Ratio': '0.9125'}","[{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,306.72', 'Median Final Portfolio Value': '$1,285.42', 'Standard Deviation of Final Portfolio Value': '$270.63', 'Value at Risk (VaR 95%)': '$85.45', 'Conditional Value at Risk (CVaR 95%)': '$153.23', 'Probability of Loss': '12.80%', 'Sharpe Ratio': '1.1334'}, array([5.53630010e+01, 3.33324698e+02, 3.84442969e+01, 1.91497209e-13,
       1.65585763e+02, 0.00000000e+00, 4.07282241e+02])]"
MID014307,Marvel Karpin,02-07-1990,Macquarie University,Male,Wollongong,New South Wales,N,"['AB', 'KRM', 'OK']",10000,"{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,367.54', 'Median Final Portfolio Value': '$12,122.33', 'Standard Deviation of Final Portfolio Value': '$2,501.44', 'Value at Risk (VaR 95%)': '$1,168.16', 'Conditional Value at Risk (CVaR 95%)': '$2,012.72', 'Probability of Loss': '18.60%', 'Sharpe Ratio': '0.9465'}","[{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,908.84', 'Median Final Portfolio Value': '$12,671.38', 'Standard Deviation of Final Portfolio Value': '$2,787.07', 'Value at Risk (VaR 95%)': '$1,255.38', 'Conditional Value at Risk (CVaR 95%)': '$1,989.22', 'Probability of Loss': '14.40%', 'Sharpe Ratio': '1.0437'}, array([5.53630010e+02, 3.33324698e+03, 3.84442969e+02, 1.91497209e-12,
       1.65585763e+03, 0.00000000e+00, 4.07282241e+03])]"
MID014308,Janine Schnitzler,13-09-1986,University of New South Wales,Female,Nambucca Heads,New South Wales,Y,"['DMC', 'ABC', 'EPF', 'NTIC', 'GS', 'MPJ']",97000,"{'Initial Investment': '$97,000.00', 'Expected Final Portfolio Value': '$120,012.55', 'Median Final Portfolio Value': '$117,165.85', 'Standard Deviation of Final Portfolio Value': '$24,972.83', 'Value at Risk (VaR 95%)': '$13,138.00', 'Conditional Value at Risk (CVaR 95%)': '$18,862.97', 'Probability of Loss': '19.20%', 'Sharpe Ratio': '0.9215'}","[{'Initial Investment': '$97,000.00', 'Expected Final Portfolio Value': '$125,499.16', 'Median Final Portfolio Value': '$122,766.78', 'Standard Deviation of Final Portfolio Value': '$26,806.89', 'Value at Risk (VaR 95%)': '$11,043.46', 'Conditional Value at Risk (CVaR 95%)': '$17,749.68', 'Probability of Loss': '12.60%', 'Sharpe Ratio': '1.0631'}, array([5.37021110e+03, 3.23324957e+04, 3.72909680e+03, 1.85752292e-11,
       1.60618190e+04, 0.00000000e+00, 3.95063774e+04])]"
MID014309,My Arceo,09-12-1976,Victoria University,Male,Launching Place,Victoria,Y,"['CCSO', 'OOGGL', 'JJN', 'AB', 'NTIC', 'HD', 'ABC']",10000,"{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,357.87', 'Median Final Portfolio Value': '$12,155.95', 'Standard Deviation of Final Portfolio Value': '$2,484.21', 'Value at Risk (VaR 95%)': '$1,295.46', 'Conditional Value at Risk (CVaR 95%)': '$1,959.79', 'Probability of Loss': '16.40%', 'Sharpe Ratio': '0.9491'}","[{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$13,004.06', 'Median Final Portfolio Value': '$12,708.04', 'Standard Deviation of Final Portfolio Value': '$2,738.60', 'Value at Risk (VaR 95%)': '$1,040.32', 'Conditional Value at Risk (CVaR 95%)': '$1,898.53', 'Probability of Loss': '11.60%', 'Sharpe Ratio': '1.0969'}, array([5.53630010e+02, 3.33324698e+03, 3.84442969e+02, 1.91497209e-12,
       1.65585763e+03, 0.00000000e+00, 4.07282241e+03])]"
MID014310,Regenia Slayton,07-04-1977,Murdoch University,Female,Cowra,New South Wales,N,"['HD', 'MMM']",11000,"{'Initial Investment': '$11,000.00', 'Expected Final Portfolio Value': '$13,545.80', 'Median Final Portfolio Value': '$13,110.05', 'Standard Deviation of Final Portfolio Value': '$2,860.05', 'Value at Risk (VaR 95%)': '$1,434.50', 'Conditional Value at Risk (CVaR 95%)': '$2,263.88', 'Probability of Loss': '20.40%', 'Sharpe Ratio': '0.8901'}","[{'Initial Investment': '$11,000.00', 'Expected Final Portfolio Value': '$14,287.22', 'Median Final Portfolio Value': '$14,050.31', 'Standard Deviation of Final Portfolio Value': '$2,977.66', 'Value at Risk (VaR 95%)': '$983.19', 'Conditional Value at Risk (CVaR 95%)': '$1,827.30', 'Probability of Loss': '13.20%', 'Sharpe Ratio': '1.1040'}, array([6.08993011e+02, 3.66657168e+03, 4.22887266e+02, 2.10646930e-12,
       1.82144339e+03, 0.00000000e+00, 4.48010465e+03])]"
MID014311,Nicolette Haroldson,11-09-1995,Southern Cross University,Female,Gold Coast,Queensland,N,"['LTSA', 'NTIC', 'PEP']",40000,"{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$48,555.39', 'Median Final Portfolio Value': '$47,786.38', 'Standard Deviation of Final Portfolio Value': '$10,137.66', 'Value at Risk (VaR 95%)': '$5,853.95', 'Conditional Value at Risk (CVaR 95%)': '$7,869.84', 'Probability of Loss': '20.60%', 'Sharpe Ratio': '0.8439'}","[{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$51,502.79', 'Median Final Portfolio Value': '$50,610.82', 'Standard Deviation of Final Portfolio Value': '$11,227.63', 'Value at Risk (VaR 95%)': '$5,360.21', 'Conditional Value at Risk (CVaR 95%)': '$8,447.12', 'Probability of Loss': '15.20%', 'Sharpe Ratio': '1.0245'}, array([2.21452004e+03, 1.33329879e+04, 1.53777188e+03, 7.65988835e-12,
       6.62343052e+03, 0.00000000e+00, 1.62912896e+04])]"
MID014312,Eun Rantanen,15-06-1968,Australian Catholic University,Male,Yaroomba,Queensland,N,"['LTSA', 'PEP', 'MTFS', 'KRM', 'HD', 'EPF', 'SM', 'MZNA', 'EG']",49000,"{'Initial Investment': '$49,000.00', 'Expected Final Portfolio Value': '$60,453.60', 'Median Final Portfolio Value': '$59,134.53', 'Standard Deviation of Final Portfolio Value': '$13,005.59', 'Value at Risk (VaR 95%)': '$7,153.64', 'Conditional Value at Risk (CVaR 95%)': '$10,254.83', 'Probability of Loss': '18.20%', 'Sharpe Ratio': '0.8807'}","[{'Initial Investment': '$49,000.00', 'Expected Final Portfolio Value': '$63,595.43', 'Median Final Portfolio Value': '$61,588.96', 'Standard Deviation of Final Portfolio Value': '$13,816.28', 'Value at Risk (VaR 95%)': '$4,228.44', 'Conditional Value at Risk (CVaR 95%)': '$9,017.65', 'Probability of Loss': '13.60%', 'Sharpe Ratio': '1.0564'}, array([2.71278705e+03, 1.63329102e+04, 1.88377055e+03, 9.38336323e-12,
       8.11370239e+03, 0.00000000e+00, 1.99568298e+04])]"
MID014313,Elouise Harnos,02-11-1972,Federation University Australia,Female,Bay View,New South Wales,N,"['ABT', 'EPF', 'GMNA', 'LTSA', 'HD', 'OOGGL', 'MTFS', 'ONH', 'TWM']",10000,"{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,177.39', 'Median Final Portfolio Value': '$11,959.18', 'Standard Deviation of Final Portfolio Value': '$2,569.24', 'Value at Risk (VaR 95%)': '$1,551.48', 'Conditional Value at Risk (CVaR 95%)': '$2,182.15', 'Probability of Loss': '18.80%', 'Sharpe Ratio': '0.8475'}","[{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$13,114.96', 'Median Final Portfolio Value': '$12,915.98', 'Standard Deviation of Final Portfolio Value': '$2,853.23', 'Value at Risk (VaR 95%)': '$1,189.21', 'Conditional Value at Risk (CVaR 95%)': '$1,874.93', 'Probability of Loss': '12.60%', 'Sharpe Ratio': '1.0917'}, array([5.53630010e+02, 3.33324698e+03, 3.84442969e+02, 1.91497209e-12,
       1.65585763e+03, 0.00000000e+00, 4.07282241e+03])]"
MID014314,Devorah Menter,12-12-1978,Australian Catholic University,Male,Wagga Wagga,New South Wales,N,"['GS', 'AB']",88000,"{'Initial Investment': '$88,000.00', 'Expected Final Portfolio Value': '$108,760.72', 'Median Final Portfolio Value': '$105,903.76', 'Standard Deviation of Final Portfolio Value': '$24,068.04', 'Value at Risk (VaR 95%)': '$12,376.95', 'Conditional Value at Risk (CVaR 95%)': '$17,618.01', 'Probability of Loss': '20.00%', 'Sharpe Ratio': '0.8626'}","[{'Initial Investment': '$88,000.00', 'Expected Final Portfolio Value': '$114,874.88', 'Median Final Portfolio Value': '$112,836.49', 'Standard Deviation of Final Portfolio Value': '$25,163.17', 'Value at Risk (VaR 95%)': '$11,173.78', 'Conditional Value at Risk (CVaR 95%)': '$15,656.94', 'Probability of Loss': '13.00%', 'Sharpe Ratio': '1.0680'}, array([4.87194409e+03, 2.93325734e+04, 3.38309813e+03, 1.68517544e-11,
       1.45715471e+04, 0.00000000e+00, 3.58408372e+04])]"
